candidate_id,age,years_of_experience,job_role,education,interview_platform,communication_score,vocabulary_richness,filler_words_per_min,confidence_score,eye_contact_score,posture,stress_level,avg_response_time,interview_duration,sentiment_score,performance_score,hiring_decision
CAND_431423,38,19,Marketing Analyst,PhD,HireVue,48.96,0.61,8,100.0,100.0,Confident,13.18,5.01,41,0.447,64.97,Rejected
CAND_22E539,24,3,Business Analyst,Associate,Zoom,72.38,0.576,8,100.0,57.35,Confident,17.19,4.5,39,0.516,76.91,Second Round
CAND_7F406D,38,16,Business Analyst,Associate,HireVue,74.57,0.564,5,87.03,82.24,Neutral,30.08,5.26,59,0.626,64.02,On Hold
CAND_07F5A2,36,11,UX Designer,Bachelor's,HireVue,77.71,0.502,6,87.75,79.14,Confident,35.53,4.87,40,0.464,83.62,Hired
CAND_02150E,31,14,Software Engineer,PhD,Teams,138.62,0.809,2,76.41,91.58,Neutral,43.85,5.62,47,0.586,87.44,Hired
CAND_6A71B4,24,8,Product Manager,Master's,HireVue,53.93,0.48,8,100.0,54.89,Neutral,3.2,3.82,38,0.616,72.37,Hired
CAND_1FC115,37,17,UX Designer,Master's,Zoom,62.48,0.61,21,100.0,83.63,Confident,16.06,6.17,60,0.13,69.4,Second Round
CAND_6B584A,21,0,Product Manager,Associate,Zoom,38.99,0.799,8,79.6,68.11,Confident,22.74,4.36,43,0.915,51.24,Rejected
CAND_8B7B3C,32,9,Product Manager,PhD,Google Meet,69.5,0.671,5,93.97,100.0,Confident,31.14,,44,0.357,80.74,Rejected
CAND_D9D251,23,0,HR Manager,Master's,Zoom,67.53,0.322,4,99.99,60.76,Confident,3.07,3.61,49,0.596,79.79,Second Round
CAND_4C8C83,27,0,Data Scientist,Master's,Zoom,57.28,0.606,9,72.61,63.71,Confident,45.27,6.05,35,0.651,59.12,Rejected
CAND_34C351,32,10,Sales Executive,Bachelor's,HireVue,55.31,0.702,12,100.0,56.07,Neutral,11.36,4.46,38,0.1,65.37,Hired
CAND_54E74A,20,0,Marketing Analyst,PhD,Google Meet,46.82,0.413,13,100.0,100.0,Confident,13.31,4.48,34,0.82,65.31,Second Round
CAND_B06506,29,7,Business Analyst,Associate,Google Meet,45.97,0.667,11,94.48,95.35,Confident,19.29,4.35,27,1.0,55.98,Rejected
CAND_CDAF31,24,3,Data Scientist,Bachelor's,Teams,53.39,0.673,11,100.0,100.0,Confident,4.92,3.77,39,0.565,77.84,Second Round
CAND_35493A,49,24,Product Manager,PhD,Teams,70.97,0.873,1,100.0,,Confident,,3.8,31,0.614,80.93,Rejected
CAND_4E19E6,28,7,HR Manager,Associate,Zoom,66.05,0.59,5,66.75,52.54,Neutral,31.31,4.89,38,0.599,61.56,Rejected
CAND_326E50,20,0,Marketing Analyst,Associate,Google Meet,53.47,0.795,8,100.0,84.96,Confident,3.27,3.17,54,0.284,65.09,Second Round
CAND_8D9558,27,2,Product Manager,PhD,HireVue,50.57,0.776,10,100.0,91.03,Confident,3.64,3.84,33,0.145,62.48,Rejected
CAND_679605,22,0,Product Manager,Bachelor's,Teams,69.36,,8,99.47,,Confident,15.52,4.45,46,0.581,82.93,Second Round
CAND_74B857,25,3,Product Manager,Associate,Zoom,75.56,0.94,4,97.52,80.87,Confident,17.99,4.19,38,0.639,88.14,Hired
CAND_5D6ECB,22,0,Product Manager,Master's,Teams,28.92,0.785,11,100.0,93.82,Confident,16.74,4.07,45,0.479,48.43,Rejected
CAND_EFA3A6,34,8,HR Manager,Associate,HireVue,63.66,0.772,15,94.32,,Confident,,5.26,50,0.393,77.73,Hired
CAND_D86DA5,27,4,Sales Executive,Associate,HireVue,43.86,0.438,11,64.85,33.12,Slouched,31.43,5.68,43,0.525,53.6,Rejected
CAND_5F135F,35,14,Business Analyst,Master's,HireVue,52.35,0.609,14,100.0,96.78,Confident,10.27,5.36,36,0.735,65.57,Rejected
CAND_1380E2,20,0,HR Manager,Bachelor's,Teams,60.24,0.761,7,100.0,100.0,Confident,14.56,5.0,46,0.969,100.0,Hired
CAND_AAA653,20,0,Sales Executive,Associate,Teams,37.48,,5,100.0,85.93,Confident,9.43,4.41,64,0.536,55.59,Rejected
CAND_89A013,41,18,Data Scientist,Bachelor's,HireVue,47.61,0.473,14,100.0,90.39,Confident,4.67,3.77,61,0.51,56.84,Rejected
CAND_E65849,20,0,UX Designer,PhD,Google Meet,85.03,0.743,3,100.0,67.91,Confident,13.49,3.98,51,0.487,94.68,Hired
CAND_955C9A,33,8,Business Analyst,Associate,Teams,69.73,0.46,10,100.0,99.38,Confident,14.77,7.28,49,0.294,90.45,Hired
CAND_3EDC66,20,0,UX Designer,Master's,HireVue,58.12,0.695,10,89.92,72.56,Confident,25.48,4.52,37,0.977,62.18,Rejected
CAND_671101,37,14,Software Engineer,Bachelor's,Google Meet,53.18,0.58,7,88.68,66.92,Confident,13.79,5.6,36,0.479,66.55,Rejected
CAND_23B4EF,20,0,Business Analyst,Associate,Teams,38.62,0.455,12,86.32,76.04,Neutral,45.11,5.52,50,0.5,46.97,Rejected
CAND_8F5080,44,24,Sales Executive,Master's,Teams,52.7,0.58,9,100.0,70.03,Confident,2.42,,54,0.522,77.31,Hired
CAND_B33E40,33,16,Sales Executive,Bachelor's,Google Meet,38.48,0.653,12,79.91,70.41,Neutral,30.01,4.38,57,0.576,43.75,Rejected
CAND_A0E33D,31,13,Software Engineer,Master's,Google Meet,56.27,0.478,7,100.0,100.0,Confident,23.0,5.03,34,0.008,57.62,Rejected
CAND_36801A,30,4,HR Manager,Master's,HireVue,59.16,0.735,5,100.0,100.0,Confident,14.65,,52,0.634,75.76,Second Round
CAND_9B0D0B,32,10,Software Engineer,PhD,Zoom,57.22,0.64,8,93.92,75.34,Confident,11.59,4.23,56,0.187,68.72,Second Round
CAND_A4B82E,33,3,Data Scientist,PhD,HireVue,82.99,0.56,10,87.9,81.6,Confident,31.85,4.77,21,0.633,69.76,Second Round
CAND_7F1829,20,0,HR Manager,Associate,Teams,49.49,0.689,11,100.0,90.68,Confident,10.36,4.4,51,0.706,68.51,Second Round
CAND_EEDB71,23,0,Business Analyst,Associate,Zoom,41.54,0.635,9,89.18,71.09,Confident,15.75,3.96,43,0.974,56.04,Rejected
CAND_546DF6,29,3,Marketing Analyst,Associate,HireVue,75.92,0.714,19,100.0,80.41,Confident,1.98,3.86,47,0.383,77.31,Second Round
CAND_4E713F,31,4,Product Manager,Master's,Zoom,55.59,0.642,9,93.44,87.92,Confident,16.41,4.21,72,0.521,71.82,Hired
CAND_E9B028,20,0,Business Analyst,PhD,HireVue,,0.58,18,82.07,59.66,Confident,23.46,4.58,52,0.465,61.34,Rejected
CAND_C5CCD9,20,2,Software Engineer,Associate,Teams,68.89,0.616,6,99.5,92.42,Confident,43.14,5.67,53,0.637,62.14,Rejected
CAND_B8888B,32,12,Marketing Analyst,PhD,Google Meet,67.37,0.701,10,82.86,91.71,Confident,,3.96,63,0.509,71.34,Rejected
CAND_D21E87,20,0,Software Engineer,Associate,HireVue,42.11,0.473,10,84.77,79.58,Confident,23.55,4.56,48,0.401,50.22,Rejected
CAND_09D670,26,7,Software Engineer,Bachelor's,Teams,28.52,0.477,13,100.0,86.22,Confident,10.84,5.33,65,0.39,62.67,Rejected
CAND_E2E63C,29,6,UX Designer,Bachelor's,Zoom,35.96,0.893,13,94.44,73.11,Confident,10.01,3.99,54,0.853,54.95,On Hold
CAND_0383B2,20,0,Sales Executive,Bachelor's,HireVue,46.52,0.516,4,100.0,97.64,Confident,18.48,4.25,50,0.687,60.19,Rejected
CAND_F1D659,27,3,UX Designer,PhD,HireVue,68.93,0.609,5,100.0,77.5,Confident,20.08,4.19,42,0.394,80.71,Hired
CAND_A7E25E,32,11,Business Analyst,Bachelor's,Zoom,62.13,0.719,11,100.0,96.12,Confident,18.73,4.55,43,0.798,68.6,Hired
CAND_829E2E,27,1,Data Scientist,PhD,Teams,36.98,0.642,23,79.84,,Confident,11.24,3.97,26,0.587,53.0,On Hold
CAND_A49504,31,9,UX Designer,PhD,HireVue,61.16,0.657,8,100.0,68.92,Neutral,17.81,4.92,41,0.815,68.63,Second Round
CAND_69277F,32,7,Sales Executive,Associate,Teams,55.18,0.65,9,97.14,,Neutral,24.03,4.56,44,1.0,63.58,Rejected
CAND_00164F,32,13,Data Scientist,PhD,HireVue,54.4,0.681,13,96.94,89.53,Confident,22.99,4.4,38,0.273,70.02,Second Round
CAND_3F8325,44,21,Business Analyst,Associate,Google Meet,70.39,0.557,8,66.7,54.64,Neutral,50.27,6.11,37,0.609,72.21,Second Round
CAND_B24A20,29,5,Business Analyst,PhD,Google Meet,70.11,0.643,4,97.92,81.92,Confident,21.47,5.89,51,0.301,85.83,Hired
CAND_28A3E2,39,17,UX Designer,Associate,Teams,199.06,0.353,0,71.17,87.9,Confident,20.33,4.29,62,0.63,100.0,Hired
CAND_A1B45A,35,10,Data Scientist,Associate,Zoom,55.7,0.747,11,78.69,73.72,Confident,23.6,4.59,46,0.498,71.41,Rejected
CAND_87902C,39,14,Marketing Analyst,Bachelor's,Teams,69.11,0.821,9,100.0,85.36,Confident,10.3,3.81,43,0.81,81.5,Second Round
CAND_9839A2,28,9,Business Analyst,Master's,Google Meet,61.65,0.718,7,93.87,84.95,Neutral,26.42,6.05,52,0.359,74.42,Hired
CAND_08F6E4,38,14,Sales Executive,Master's,Zoom,88.22,0.563,8,100.0,89.82,Confident,4.98,3.26,48,0.326,94.07,Hired
CAND_F7E4DE,41,16,Data Scientist,Bachelor's,Teams,90.86,0.761,4,89.28,67.59,Confident,44.47,6.07,44,0.728,79.04,Second Round
CAND_AD9261,37,18,Business Analyst,Associate,Google Meet,79.5,0.587,13,100.0,97.57,Confident,24.13,4.55,51,0.531,88.36,Hired
CAND_22C46F,36,18,Software Engineer,Master's,Zoom,26.78,0.82,13,100.0,86.12,Confident,9.59,4.15,58,0.516,43.02,Rejected
CAND_737EC8,32,14,Product Manager,Associate,HireVue,68.5,0.869,9,100.0,,Confident,6.63,,46,0.839,73.65,Rejected
CAND_747206,29,4,Sales Executive,Master's,Zoom,89.49,0.567,4,97.57,51.6,Confident,21.99,3.93,54,0.688,86.0,Hired
CAND_3C6E4F,23,0,Product Manager,PhD,Zoom,34.15,,10,86.93,52.24,Confident,11.77,,34,0.269,50.91,Rejected
CAND_9E23B1,20,0,Business Analyst,Master's,Teams,60.55,0.489,17,100.0,100.0,Confident,13.23,4.29,62,0.57,78.72,Rejected
CAND_5C614D,42,20,Product Manager,PhD,Google Meet,70.55,0.379,15,89.9,95.69,Confident,24.18,4.21,56,0.444,82.34,Hired
CAND_9B12A8,20,0,HR Manager,Master's,Google Meet,30.29,0.572,11,100.0,77.03,Confident,15.65,4.19,53,0.751,60.22,Rejected
CAND_A758B3,32,12,Software Engineer,PhD,Zoom,34.23,0.307,10,99.93,83.0,Confident,11.62,3.86,46,0.439,51.18,Rejected
CAND_040E2F,30,11,Software Engineer,PhD,Teams,40.32,0.706,11,100.0,88.93,Confident,23.05,4.18,37,0.337,56.86,Rejected
CAND_47D621,33,10,Software Engineer,Bachelor's,Google Meet,33.52,,9,67.7,79.77,Confident,34.68,4.89,44,0.569,43.83,Rejected
CAND_0843F6,38,17,Marketing Analyst,Bachelor's,Teams,71.45,0.398,9,66.25,67.0,Neutral,37.5,4.89,42,0.353,81.3,Second Round
CAND_42B94F,31,5,UX Designer,Master's,Google Meet,62.27,0.656,9,93.61,96.46,Confident,18.3,3.97,63,0.32,74.36,Rejected
CAND_2065D5,25,4,Data Scientist,Bachelor's,Teams,79.01,0.528,4,99.71,93.13,Neutral,6.19,,35,0.24,90.15,Second Round
CAND_0AB492,20,0,UX Designer,PhD,Google Meet,71.04,0.776,8,100.0,74.79,Confident,7.23,,32,0.588,77.45,Rejected
CAND_A44A90,36,15,HR Manager,Master's,HireVue,80.19,0.95,5,100.0,96.63,Confident,10.57,4.21,34,0.0,88.73,Hired
CAND_9BA0BB,34,10,Data Scientist,Master's,HireVue,78.55,0.466,10,82.78,67.96,Neutral,43.91,5.66,52,0.484,82.8,Second Round
CAND_1776D4,26,7,Data Scientist,Bachelor's,Teams,79.85,0.668,7,100.0,82.99,Confident,10.09,3.42,45,0.534,82.26,Hired
CAND_B1784D,28,4,UX Designer,Bachelor's,Teams,167.67,0.823,0,89.04,90.24,Confident,15.62,4.65,45,0.276,95.69,Second Round
CAND_A8F1A5,20,0,Marketing Analyst,Bachelor's,Teams,55.48,0.625,8,100.0,87.75,Neutral,4.86,3.26,50,0.452,75.87,Second Round
CAND_1B19ED,28,8,Software Engineer,Bachelor's,HireVue,65.51,0.563,9,98.69,76.6,Confident,17.6,5.19,42,0.388,72.73,Rejected
CAND_8743A2,32,8,Business Analyst,Master's,Teams,40.71,0.665,9,94.46,74.04,Confident,18.71,4.03,62,0.471,55.04,Rejected
CAND_EC4827,53,28,Software Engineer,Master's,Zoom,54.29,0.532,11,100.0,79.45,Confident,5.03,3.45,64,0.76,62.53,Rejected
CAND_C0A6EE,42,18,HR Manager,Master's,Zoom,85.0,0.2,8,100.0,94.36,Confident,10.24,3.76,46,0.624,100.0,Hired
CAND_D7B9CD,44,16,HR Manager,Associate,HireVue,49.32,0.592,13,90.49,98.9,Confident,13.48,3.81,68,0.684,60.55,Rejected
CAND_8616A4,24,5,Data Scientist,Associate,Zoom,77.93,0.424,8,100.0,93.05,Neutral,22.81,,70,0.711,76.81,Second Round
CAND_C53F0B,37,15,Data Scientist,Bachelor's,HireVue,29.86,0.612,8,100.0,92.31,Confident,9.31,3.56,50,0.65,70.17,Rejected
CAND_C4234C,29,5,Software Engineer,Bachelor's,Teams,64.5,0.899,11,95.11,81.1,Confident,30.45,4.82,53,0.785,62.59,Rejected
CAND_98AC3D,34,12,Software Engineer,Master's,Google Meet,55.08,0.515,13,82.8,79.74,Confident,30.41,4.81,46,0.392,58.67,Rejected
CAND_68C663,29,8,Business Analyst,Associate,Zoom,74.76,0.719,9,82.62,,Confident,31.09,4.98,45,0.457,69.39,Second Round
CAND_F51EAC,30,7,Sales Executive,Associate,Google Meet,39.61,0.562,10,100.0,84.01,Confident,12.54,4.13,52,0.532,55.3,On Hold
CAND_5097A4,20,0,Sales Executive,Associate,Google Meet,74.11,0.646,13,100.0,90.34,Confident,12.92,4.33,42,0.661,82.4,Rejected
CAND_7F76D8,36,15,Business Analyst,Associate,Teams,72.15,0.518,9,100.0,100.0,Confident,7.11,4.64,47,0.59,70.16,Hired
CAND_33FDC9,24,0,UX Designer,Bachelor's,HireVue,80.52,0.521,9,100.0,98.19,Confident,3.5,3.64,51,0.835,100.0,Hired
CAND_7157DA,20,4,Data Scientist,Bachelor's,Zoom,142.32,0.59,1,90.71,73.34,Confident,31.81,5.26,54,0.554,98.19,Hired
CAND_DF6237,35,8,Sales Executive,Bachelor's,Teams,64.13,0.559,6,72.17,63.6,Neutral,34.43,,30,0.89,72.72,Rejected
CAND_48618B,25,2,HR Manager,Master's,Zoom,76.98,0.582,4,82.68,,Confident,23.53,6.09,35,0.269,76.59,Rejected
CAND_77B705,37,11,Software Engineer,Bachelor's,Google Meet,50.42,0.2,7,84.75,79.95,Confident,26.54,4.61,43,0.409,58.3,Rejected
CAND_042EB6,35,13,HR Manager,Associate,Teams,49.79,,11,85.56,81.92,Neutral,22.24,4.53,58,0.625,58.34,Rejected
CAND_F8CE89,30,10,UX Designer,Master's,HireVue,53.0,,5,100.0,60.09,Confident,22.75,4.18,58,0.355,62.22,Rejected
CAND_74B57B,20,0,Business Analyst,Bachelor's,Zoom,20.62,0.511,9,71.45,74.84,Neutral,22.93,5.17,50,0.511,35.17,Rejected
CAND_C47D1A,20,0,Data Scientist,PhD,Zoom,53.31,0.632,15,95.08,100.0,Confident,7.59,,43,0.542,57.99,Rejected
CAND_4EA765,20,0,UX Designer,Master's,Teams,63.63,0.669,5,100.0,84.25,Confident,10.73,3.95,46,0.742,78.59,Hired
CAND_D522A3,20,0,HR Manager,PhD,HireVue,86.78,0.639,5,100.0,93.69,Confident,37.95,5.82,54,0.416,66.55,Hired
CAND_258539,46,24,UX Designer,Master's,Teams,35.31,0.759,10,91.5,72.6,Confident,10.98,5.07,28,0.0,49.29,Rejected
CAND_2E03BC,28,5,Software Engineer,Associate,Teams,56.47,0.59,8,100.0,87.54,Confident,6.45,3.9,59,0.882,61.59,Rejected
CAND_C5EF43,32,10,Product Manager,PhD,Google Meet,45.6,0.807,10,94.91,81.84,Neutral,24.97,4.33,26,0.678,68.68,Second Round
CAND_FD4C0F,21,0,Data Scientist,Master's,Zoom,87.63,0.855,6,100.0,87.79,Neutral,10.9,4.32,32,0.55,100.0,Hired
CAND_85B753,25,0,Software Engineer,Master's,Google Meet,40.7,0.573,14,85.64,83.13,Confident,22.59,4.55,33,0.399,57.16,Rejected
CAND_C04D76,36,11,UX Designer,Associate,HireVue,73.05,,8,100.0,75.08,Confident,6.69,3.33,46,0.161,88.02,Hired
CAND_5DBA69,39,19,Sales Executive,Master's,HireVue,73.88,0.554,10,84.77,72.15,Confident,44.23,5.13,59,0.247,79.73,Hired
CAND_8C9280,26,8,UX Designer,Master's,Teams,36.94,0.659,7,85.95,83.8,Neutral,26.74,5.46,33,0.468,52.25,Rejected
CAND_488C80,27,7,Marketing Analyst,Master's,HireVue,79.55,0.358,6,100.0,95.46,Confident,5.38,3.97,50,0.577,82.99,Hired
CAND_873414,30,7,Marketing Analyst,Associate,HireVue,40.84,0.335,15,78.85,75.57,Confident,25.98,4.58,38,0.402,44.94,Rejected
CAND_ED3359,28,7,HR Manager,Associate,Google Meet,48.44,0.201,10,100.0,,Confident,24.22,5.04,45,0.613,55.51,Rejected
CAND_A82149,35,13,Sales Executive,Bachelor's,Teams,41.13,0.564,10,100.0,75.63,Confident,5.83,,46,0.732,66.38,Hired
CAND_A179CE,30,6,Data Scientist,Associate,Google Meet,69.68,0.671,6,100.0,100.0,Confident,14.34,3.82,57,0.843,81.33,Hired
CAND_EF26E5,45,24,Sales Executive,Associate,HireVue,48.79,0.376,10,99.93,80.24,Confident,28.17,4.92,36,0.436,56.53,Rejected
CAND_445F72,20,0,Marketing Analyst,Bachelor's,Zoom,71.3,0.597,9,100.0,64.23,Confident,7.25,3.46,41,0.512,88.22,Hired
CAND_43A81F,22,0,Marketing Analyst,Bachelor's,Google Meet,42.83,0.651,14,95.46,100.0,Confident,18.03,3.88,73,0.446,47.59,Rejected
CAND_B1D279,35,9,Data Scientist,PhD,Teams,77.91,0.759,7,100.0,78.47,Confident,8.95,4.38,44,1.0,82.27,Rejected
CAND_4DB96A,36,21,Data Scientist,Associate,HireVue,68.57,0.563,10,100.0,87.4,Confident,19.44,3.97,23,0.795,75.48,Hired
CAND_B26F96,33,13,Software Engineer,Master's,HireVue,39.65,0.6,10,100.0,69.76,Confident,,4.67,35,0.505,46.62,Rejected
CAND_912445,34,9,Product Manager,Associate,Zoom,,0.512,14,100.0,77.8,Confident,16.36,4.05,47,0.823,57.98,Rejected
CAND_024D74,28,6,Marketing Analyst,Associate,Google Meet,52.95,0.778,6,75.38,67.18,Neutral,16.74,3.83,38,0.583,54.3,Rejected
CAND_E11772,25,1,HR Manager,Master's,HireVue,46.77,0.555,12,87.16,98.09,Neutral,25.94,,43,0.491,60.84,Rejected
CAND_CD8CC0,29,8,UX Designer,Associate,HireVue,54.49,0.569,9,94.31,73.28,Confident,24.22,5.64,41,0.374,66.57,Second Round
CAND_3AA0AA,27,6,Software Engineer,Master's,Google Meet,44.6,0.578,11,100.0,100.0,Neutral,11.18,5.35,43,0.584,53.65,Rejected
CAND_697FFC,28,8,Marketing Analyst,PhD,Google Meet,57.0,0.492,7,100.0,83.89,Confident,5.82,3.87,32,0.568,68.2,Rejected
CAND_C77D38,31,8,Business Analyst,Associate,HireVue,,0.436,6,98.87,,Confident,22.74,4.55,49,0.362,49.37,Rejected
CAND_EE0F22,37,11,Data Scientist,Bachelor's,HireVue,160.67,0.796,0,100.0,84.76,Confident,19.06,5.17,40,0.477,100.0,Second Round
CAND_6B1E80,23,0,Sales Executive,Master's,Teams,85.09,0.371,5,100.0,100.0,Confident,9.0,3.87,30,0.605,94.24,Hired
CAND_50BCEE,20,0,Sales Executive,PhD,Teams,70.68,0.546,6,80.36,77.86,Confident,,4.52,31,0.407,65.95,Second Round
CAND_6088E4,30,8,Sales Executive,Master's,HireVue,83.32,0.483,8,96.24,75.12,Confident,22.6,5.55,54,0.56,87.99,Hired
CAND_B1D5C9,40,17,Business Analyst,Bachelor's,Google Meet,60.61,0.686,4,100.0,84.06,Confident,6.11,3.8,31,0.479,80.66,Hired
CAND_CDD68A,46,24,Sales Executive,Bachelor's,Teams,72.16,0.45,9,100.0,77.38,Confident,16.96,4.29,54,0.686,83.29,Rejected
CAND_2A9FE7,26,4,Data Scientist,Associate,Google Meet,71.04,0.619,13,99.34,84.34,Confident,12.35,3.7,39,0.696,72.76,Rejected
CAND_F3658D,39,16,UX Designer,Associate,Google Meet,56.87,0.662,10,100.0,71.32,Confident,9.31,3.91,60,0.137,64.54,Rejected
CAND_7C5FA6,27,8,UX Designer,PhD,Google Meet,62.25,0.272,9,99.21,88.26,Confident,24.06,4.87,43,0.334,67.9,Hired
CAND_2588BB,22,2,Sales Executive,Associate,Zoom,64.62,0.636,6,97.37,96.89,Confident,3.3,3.0,48,0.405,69.1,Hired
CAND_8E176E,40,16,Business Analyst,PhD,Zoom,122.55,0.383,0,100.0,100.0,Confident,13.56,3.89,39,0.55,79.99,Second Round
CAND_90E032,20,1,Business Analyst,PhD,Google Meet,53.22,0.566,17,100.0,99.36,Confident,18.96,4.22,50,0.464,68.8,Hired
CAND_68488B,24,5,Business Analyst,PhD,Teams,53.41,0.4,22,71.09,,Neutral,40.11,5.13,47,0.558,61.64,Rejected
CAND_4C89D4,29,3,Sales Executive,PhD,HireVue,67.63,0.455,10,96.57,94.58,Confident,7.12,3.99,43,0.562,74.39,Rejected
CAND_8AC869,20,0,Product Manager,Bachelor's,Zoom,68.17,0.533,7,80.51,57.25,Neutral,22.91,4.96,44,0.173,70.15,Second Round
CAND_4816A1,38,20,Data Scientist,Associate,Teams,68.8,0.571,3,100.0,100.0,Confident,19.23,4.63,35,0.396,86.08,Hired
CAND_788E0A,28,11,Marketing Analyst,PhD,Teams,60.8,0.571,16,100.0,84.9,Confident,18.44,5.28,36,0.297,78.38,Second Round
CAND_B54F56,20,0,HR Manager,Master's,Teams,75.49,0.455,9,100.0,100.0,Neutral,19.1,4.08,44,0.675,85.68,Hired
CAND_CE524A,39,23,Sales Executive,Bachelor's,Zoom,95.34,0.635,7,88.39,89.54,Neutral,24.26,4.73,37,0.308,91.57,Hired
CAND_C59775,33,11,Sales Executive,Bachelor's,Teams,93.47,0.702,1,100.0,89.49,Confident,29.78,5.08,44,0.389,89.67,Hired
CAND_6878C1,31,8,Business Analyst,Associate,HireVue,52.66,0.864,5,75.73,54.09,Confident,23.06,4.4,47,0.472,60.03,Rejected
CAND_6EBD9F,36,20,UX Designer,Bachelor's,Google Meet,72.31,0.622,11,96.39,81.51,Confident,2.54,3.64,50,0.301,85.07,Hired
CAND_B3D3A3,32,12,Marketing Analyst,PhD,Zoom,85.47,0.658,3,86.31,88.14,Confident,22.98,4.29,46,0.361,84.97,Rejected
CAND_5C1648,46,22,Product Manager,Master's,Google Meet,80.56,0.806,7,100.0,93.64,Confident,18.88,4.08,50,0.443,83.02,Second Round
CAND_9EAACE,26,2,UX Designer,Master's,HireVue,61.5,0.465,8,84.94,64.19,Confident,20.62,5.0,41,0.781,71.94,Hired
CAND_7AFDCE,29,2,Sales Executive,PhD,HireVue,,0.628,14,97.9,81.16,Confident,12.86,3.85,38,0.631,74.47,Rejected
CAND_82C87E,24,3,Data Scientist,Master's,Zoom,59.32,0.365,9,96.34,71.98,Confident,18.69,4.19,47,0.245,65.72,Rejected
CAND_0D49EE,31,11,Business Analyst,Associate,Google Meet,80.99,0.605,9,100.0,100.0,Confident,13.31,5.1,41,0.448,97.79,Hired
CAND_20BF32,44,23,Sales Executive,Bachelor's,Zoom,70.1,0.626,7,100.0,70.0,Confident,15.54,5.51,54,0.494,77.77,Rejected
CAND_6AC7E6,24,0,Data Scientist,Associate,Zoom,62.9,0.649,6,79.25,59.34,Neutral,34.9,6.05,37,0.454,56.78,Rejected
CAND_197BFF,32,7,Marketing Analyst,Bachelor's,Zoom,57.42,0.742,11,100.0,67.16,Confident,21.29,4.38,56,0.317,74.65,Rejected
CAND_AF4CCC,27,1,Data Scientist,Bachelor's,HireVue,,0.611,8,100.0,100.0,Confident,13.89,3.58,38,0.082,76.32,Rejected
CAND_0C7505,32,9,HR Manager,PhD,Google Meet,62.17,0.783,6,89.44,87.12,Confident,21.28,4.15,54,0.73,68.52,Second Round
CAND_CAAAC3,28,6,Data Scientist,Bachelor's,Teams,65.16,0.644,8,100.0,100.0,Confident,21.27,4.17,55,0.466,69.58,Rejected
CAND_473774,20,1,Sales Executive,PhD,Google Meet,57.7,0.44,7,90.2,56.88,Confident,18.9,4.09,31,0.211,69.02,Rejected
CAND_74E421,28,8,Sales Executive,Master's,Google Meet,,0.627,8,63.44,46.78,Neutral,30.13,4.64,49,0.474,59.2,Rejected
CAND_89DEE0,32,10,UX Designer,Associate,HireVue,72.87,0.268,6,100.0,82.13,Confident,9.36,4.91,49,0.427,81.3,Hired
CAND_DC6B78,24,0,Sales Executive,Associate,Zoom,75.24,0.749,4,100.0,62.58,Confident,9.21,3.95,27,0.351,83.32,Rejected
CAND_4F321E,33,7,Data Scientist,Master's,Google Meet,59.91,0.839,3,98.54,86.43,Confident,8.47,3.5,54,0.324,68.43,Rejected
CAND_8D8AE0,36,11,Data Scientist,Master's,Zoom,47.7,0.651,10,90.16,89.05,Confident,15.08,4.58,55,0.376,67.93,Second Round
CAND_16C62B,26,9,Software Engineer,Master's,Teams,76.81,0.656,5,100.0,92.05,Confident,26.03,4.49,46,0.507,81.11,Rejected
CAND_0346ED,38,16,Software Engineer,Associate,HireVue,76.89,0.662,7,98.2,100.0,Confident,24.61,4.07,47,0.0,72.63,Rejected
CAND_879032,32,12,Product Manager,Associate,Google Meet,69.92,0.626,10,98.73,69.68,Confident,26.75,4.32,36,0.665,79.32,Hired
CAND_D7FD56,31,5,UX Designer,PhD,HireVue,33.93,0.278,16,100.0,,Confident,13.18,4.23,37,0.725,44.9,Rejected
CAND_0DFF6C,36,16,Product Manager,Bachelor's,Zoom,44.48,0.593,16,93.16,100.0,Confident,16.3,4.35,42,0.346,60.75,Rejected
CAND_BDA156,20,0,Sales Executive,Bachelor's,Zoom,48.94,0.95,17,43.31,37.66,Neutral,78.98,7.38,52,0.075,53.3,Rejected
CAND_03A0A4,40,21,Sales Executive,Bachelor's,HireVue,57.25,0.283,9,97.16,94.51,Confident,,5.35,46,0.569,70.13,Hired
CAND_B65638,30,8,HR Manager,Master's,Teams,30.47,0.581,13,100.0,65.43,Confident,16.33,3.73,41,0.623,45.89,Rejected
CAND_E5AE05,37,19,Software Engineer,Master's,Google Meet,77.42,0.489,5,100.0,91.63,Confident,14.96,3.86,58,0.731,89.45,Hired
CAND_71C585,20,0,Product Manager,Associate,HireVue,52.36,0.565,10,78.28,,Neutral,20.7,5.93,31,0.257,67.1,Rejected
CAND_5170E3,37,16,Sales Executive,Associate,Teams,49.81,0.653,7,100.0,100.0,Confident,9.4,4.11,44,0.687,67.04,Rejected
CAND_CE42B6,26,3,Software Engineer,Associate,Google Meet,76.94,0.595,6,99.77,53.85,Confident,13.93,4.44,53,0.797,78.2,Second Round
CAND_6AF956,20,0,Business Analyst,Associate,Google Meet,47.65,0.526,11,87.12,95.39,Confident,38.68,5.93,46,0.851,53.87,Rejected
